Filename,Residue_Code,MOL2_SHA256_Hash,Raw_InChIKey,Raw_CID,Raw_ChEBI,Raw_Name,Canon_InChIKey,Canon_CID,Canon_ChEBI,Canon_Name,Flat_InChIKey,Flat_CID,Flat_ChEBI,Flat_Name
residues.RNA.parmCHI_YIL.bsc.lib_G5_sybyl.mol2,G5,383c2c564da292a4f4ab00dbcd2ee1bf484c1cbd4b5c8fc1556c5967c131f15d,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UHFFFAOYSA-N,-,-,No Match
aminont19ipq_0.9.lib_NLYS_sybyl.mol2,NLYS,fdabd7a19a37811e107338229bce509999010e902c9e18beb75739995563af98,HDLSPUNNECQBLB-LURJTMIESA-P,-,-,No Match,HDLSPUNNECQBLB-LURJTMIESA-P,-,-,No Match,HDLSPUNNECQBLB-UHFFFAOYSA-P,-,-,No Match
all_nucleic94.nmr.lib_RUN_sybyl.mol2,RUN,b8961c0353a2f261b0533ea4322cb3dfd26ba66f945b2cde2b3aae6ebaf9324b,DRTQHJPVMGBUCF-XVFCMESISA-N,6029,CHEBI:16704,uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,6029,CHEBI:16704,uridine,DRTQHJPVMGBUCF-UHFFFAOYSA-N,1177,CHEBI:143353,40436-51-9
nab.lib_CYM_sybyl.mol2,CYM,228c550c167df9c7645230d7370f75b8667241bf3444307e991b05610693ea0e,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-UHFFFAOYSA-N,-,-,No Match
amino12.lib_HIP_sybyl.mol2,HIP,54dd127685a7a1076d20346f2dc3d9fca3bc0da79fe8e67bda649a46f607b853,OVMHFBBIKPRVHF-YFKPBYRVSA-N,-,-,No Match,OVMHFBBIKPRVHF-YFKPBYRVSA-N,-,-,No Match,OVMHFBBIKPRVHF-UHFFFAOYSA-N,-,-,No Match
amberdyes.lib_C5N_sybyl.mol2,C5N,4f24899b7d447baac031dfe30b53a65a3ff308c481e01af8bb7e8c8ba6f836f0,ZKNPSGFVWLDVLE-UHFFFAOYSA-N,-,-,No Match,ZKNPSGFVWLDVLE-UHFFFAOYSA-N,-,-,No Match,ZKNPSGFVWLDVLE-UHFFFAOYSA-N,-,-,No Match
phosaa19SB.lib_H2D_sybyl.mol2,H2D,91c16cb31415bc67294f26b1634138777ff05f061240806dcf0743749071f4b9,KVILWPRZLGNGNA-YFKPBYRVSA-N,-,-,No Match,KVILWPRZLGNGNA-YFKPBYRVSA-N,-,-,No Match,KVILWPRZLGNGNA-UHFFFAOYSA-N,-,-,No Match
nab.lib_THR_sybyl.mol2,THR,d4c1a5ec2a6af8a57791c109776cde10d2dedcc93d169263a60f492f0e954638,MTCLYPUKZZBZPY-QWWZWVQMSA-N,57452850,-,Compound_57452850,MTCLYPUKZZBZPY-QWWZWVQMSA-N,57452850,-,Compound_57452850,MTCLYPUKZZBZPY-UHFFFAOYSA-N,76540604,-,Compound_76540604
all_aminoctfb15.lib_CPHE_sybyl.mol2,CPHE,eff952da2c8f6b988c9e231ac92cf93be313607d6a53df1834868e9dd8d82f26,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-UHFFFAOYSA-N,-,-,No Match
aminoct14ipq.lib_CPHE_sybyl.mol2,CPHE,eff952da2c8f6b988c9e231ac92cf93be313607d6a53df1834868e9dd8d82f26,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-UHFFFAOYSA-N,-,-,No Match
aminont15ipq_10.0.lib_NILE_sybyl.mol2,NILE,a95426f8784ac882c0bff6064c392b4f76c6c422a68924e8cff10105638f153a,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-UHFFFAOYSA-O,-,-,No Match
all_aminoct03.lib_CSER_sybyl.mol2,CSER,fea937daa861d971b6cf69ac9648433367cfc62adc074be3e78c0f3abc80e355,LFVBCPQVRLWUHB-REOHCLBHSA-N,-,-,No Match,LFVBCPQVRLWUHB-REOHCLBHSA-N,-,-,No Match,LFVBCPQVRLWUHB-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9_vac.lib_ASN_sybyl.mol2,ASN,c2998ba0c5a1425deef97897fa527e6622ece48e69c96d01afc01dc3cde8ba72,FWIKLAHZHXHXAK-VKHMYHEASA-N,-,-,No Match,FWIKLAHZHXHXAK-VKHMYHEASA-N,-,-,No Match,FWIKLAHZHXHXAK-UHFFFAOYSA-N,-,-,No Match
all_amino94.lib_LYS_sybyl.mol2,LYS,57e7163979a1129a15ab2afa640aea859decd42915d76b81703634d1c0357fd6,IGCUKXMNGUIUAZ-LURJTMIESA-O,-,-,No Match,IGCUKXMNGUIUAZ-LURJTMIESA-O,-,-,No Match,IGCUKXMNGUIUAZ-UHFFFAOYSA-O,57465672,-,Compound_57465672
RNA_Shaw.lib_C3_sybyl.mol2,C3,06a8ae2bc8b2bf675987b7201c49a79746863c4ee6d32bc831240c5688efdd19,MQPGMEAABWPBIZ-XVFCMESISA-N,92021581,-,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",MQPGMEAABWPBIZ-XVFCMESISA-N,92021581,-,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",MQPGMEAABWPBIZ-UHFFFAOYSA-N,148388749,-,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
phos_amino94.lib_TPO_sybyl.mol2,TPO,51cbd64539498376fa7980e4b07ddc3dc7bc3c49fda580373ff4524f93f7946c,NYAZKPNOFVTWAE-QWWZWVQMSA-N,-,-,No Match,NYAZKPNOFVTWAE-QWWZWVQMSA-N,-,-,No Match,NYAZKPNOFVTWAE-UHFFFAOYSA-N,-,-,No Match
amino12.redq.lib_GLN_sybyl.mol2,GLN,309b83989a865c45c67b3a43f1b40a9c8cd6428afeb504f1b1484e91db6cafee,MIURNHNTSCFDPI-BYPYZUCNSA-N,-,-,No Match,MIURNHNTSCFDPI-BYPYZUCNSA-N,-,-,No Match,MIURNHNTSCFDPI-UHFFFAOYSA-N,-,-,No Match
RNA.lib_G3_sybyl.mol2,G3,b2e052bf32697c9c6d6b114cdf890bda6f1fdf95457d2f8760aeb3d9c3dad66c,KMKGBSPFTBSFJJ-UUOKFMHZSA-N,16133029,-,Compound_16133029,KMKGBSPFTBSFJJ-UUOKFMHZSA-N,16133029,-,Compound_16133029,KMKGBSPFTBSFJJ-UHFFFAOYSA-N,71327199,-,"[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
aminont10.lib_NLEU_sybyl.mol2,NLEU,e7fd1e85c942385c5a164a37b0d2babcd311623ea6e718b32ab2ca6dc9212ebe,PNLOVMFGPRECRH-LURJTMIESA-O,-,-,No Match,PNLOVMFGPRECRH-LURJTMIESA-O,-,-,No Match,PNLOVMFGPRECRH-UHFFFAOYSA-O,-,-,No Match
ff-nucleic-OL21.lib_DT5_sybyl.mol2,DT5,d93734512047625c6f87aeab924d65541ab924303b673674a8747cc70bd7132c,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-UHFFFAOYSA-N,-,-,No Match
nab.lib_G5_sybyl.mol2,G5,383c2c564da292a4f4ab00dbcd2ee1bf484c1cbd4b5c8fc1556c5967c131f15d,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9_pol.lib_GLH_sybyl.mol2,GLH,bd07c63400b2727251e74eb3f4ae1b9707245c5baa90a4a148fe04aacb148134,GGGQXJILLODUHV-BYPYZUCNSA-N,-,-,No Match,GGGQXJILLODUHV-BYPYZUCNSA-N,-,-,No Match,GGGQXJILLODUHV-UHFFFAOYSA-N,-,-,No Match
amberdyes.lib_L2R_sybyl.mol2,L2R,048ebee459471be50bf1a65325e3278c5ab04e9967ab04ce4e3837c681271c10,WNSYCCJKCOTUHT-JTQLQIEISA-N,-,-,No Match,WNSYCCJKCOTUHT-JTQLQIEISA-N,-,-,No Match,WNSYCCJKCOTUHT-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9.lib_ILE_sybyl.mol2,ILE,acf6702e89fde5d44219107366b56165aef856cc4b5129bc03dee3e657a22be4,RMMJKEPNVCYDDE-NTSWFWBYSA-N,57450269,-,Compound_57450269,RMMJKEPNVCYDDE-NTSWFWBYSA-N,57450269,-,Compound_57450269,RMMJKEPNVCYDDE-UHFFFAOYSA-N,57450577,-,Compound_57450577
all_aminoct03.lib_CGLY_sybyl.mol2,CGLY,c2ce4f912d2a07105e307d158ecafbad94001252e45c732bc9ae1130d5ccdd2c,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match
all_amino94.lib_PRO_sybyl.mol2,PRO,7eb808d44180a66db4b58b01a9ff475a9534c6f327227a262d7f01971c9f3750,IOYHOIIOPNAVHQ-YFKPBYRVSA-N,57486095,-,Compound_57486095,IOYHOIIOPNAVHQ-YFKPBYRVSA-N,57486095,-,Compound_57486095,IOYHOIIOPNAVHQ-UHFFFAOYSA-N,57449160,-,Compound_57449160
aminoct12.lib_CALA_sybyl.mol2,CALA,8fbcad6b08ae6774f1044a0e1b8aa26a9b9ac12f537e071351e8699a00bc91be,LJVBDUABFCNHMS-REOHCLBHSA-N,-,-,No Match,LJVBDUABFCNHMS-REOHCLBHSA-N,-,-,No Match,LJVBDUABFCNHMS-UHFFFAOYSA-N,-,-,No Match
aminont15ipq-vac_10.0.lib_NALA_sybyl.mol2,NALA,108bb559bd0d9dd14ee8daf9fc3199c3a674d4294ae610de6a2e1de7f59c4e7c,UAVFCYBJMKCBAU-VKHMYHEASA-O,-,-,No Match,UAVFCYBJMKCBAU-VKHMYHEASA-O,-,-,No Match,UAVFCYBJMKCBAU-UHFFFAOYSA-O,-,-,No Match
all_aminoctfb15.lib_CLEU_sybyl.mol2,CLEU,87bf01373710f53107a8157acb96aed328d359d9a51c171b75cd88fdd2e7ab14,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-UHFFFAOYSA-N,-,-,No Match
aminoct14ipq.lib_NME_sybyl.mol2,NME,1c5490cb17ab140ca5ca03facdf5595e21c0b592d7344846ad5aafbbbe71523e,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical
aminoct12.redq.lib_CHIP_sybyl.mol2,CHIP,d7b8baa1e249519c1929a4ead234f417b88e8bbba3ec36462ac2318b5127ca9c,IFYOWBPDEQIXNB-YFKPBYRVSA-N,-,-,No Match,IFYOWBPDEQIXNB-YFKPBYRVSA-N,-,-,No Match,IFYOWBPDEQIXNB-UHFFFAOYSA-N,-,-,No Match
aminont19ipq_0.9_pol.lib_NMET_sybyl.mol2,NMET,548d93b0de86398184053428bcaadda57bd61c42a03f145925051a8cdf34fb1b,VGOFWGKOJFECER-YFKPBYRVSA-O,-,-,No Match,VGOFWGKOJFECER-YFKPBYRVSA-O,-,-,No Match,VGOFWGKOJFECER-UHFFFAOYSA-O,-,-,No Match
amberdyes.lib_C2R_sybyl.mol2,C2R,4c50efc0896c69fc8a860bcdb733ccf398d9c8fabd53beffc899703d4c940674,GHZHMNCSUMGXEE-RNFRBKRXSA-N,-,-,No Match,GHZHMNCSUMGXEE-RNFRBKRXSA-N,-,-,No Match,GHZHMNCSUMGXEE-UHFFFAOYSA-N,-,-,No Match
all_nucleic94.lib_RU_sybyl.mol2,RU,e81e514b195f4752fc53584e70625b6abf15b922e35710d4f5cf616b9b53bdb0,IVZHKBIUJPBMAX-XVFCMESISA-N,-,-,No Match,IVZHKBIUJPBMAX-XVFCMESISA-N,-,-,No Match,IVZHKBIUJPBMAX-UHFFFAOYSA-N,-,-,No Match
ff-nucleic-OL21.lib_DG_sybyl.mol2,DG,78bd48e2ff935823b03906aa501cbab7e3c47b9666bf77d2945254c3cc4df847,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-UHFFFAOYSA-N,-,-,No Match
amino15ipq-vac_10.0.lib_MTB_sybyl.mol2,MTB,10b0d23913b58ede5a85a363191132665bff0829ca9087ce9d00ca239265f109,QSLPNSWXUQHVLP-UHFFFAOYSA-N,123247,-,RefChem:1089718,QSLPNSWXUQHVLP-UHFFFAOYSA-N,123247,-,RefChem:1089718,QSLPNSWXUQHVLP-UHFFFAOYSA-N,123247,-,RefChem:1089718
aminoct14ipq.lib_CLEU_sybyl.mol2,CLEU,87bf01373710f53107a8157acb96aed328d359d9a51c171b75cd88fdd2e7ab14,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-UHFFFAOYSA-N,-,-,No Match
RNA_Shaw.lib_U3_sybyl.mol2,U3,d17227796ec9a0b313e51727ed2b5e5a9474a406a04c2c4995c278a767441caf,RIVPPCOLPGTZFL-XVFCMESISA-N,16131853,-,2ylc,RIVPPCOLPGTZFL-XVFCMESISA-N,16131853,-,2ylc,RIVPPCOLPGTZFL-UHFFFAOYSA-N,148569750,-,"[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
amberdyes.lib_C3W_sybyl.mol2,C3W,e870955d712bedb21c84e68a047ca12dac87e44b62093858b4b803d94506bde2,NPABSZKZMNRXRS-UHFFFAOYSA-N,-,-,No Match,NPABSZKZMNRXRS-UHFFFAOYSA-N,-,-,No Match,NPABSZKZMNRXRS-UHFFFAOYSA-N,-,-,No Match
amino12.redq.lib_ARG_sybyl.mol2,ARG,d79c3894d21829fa0ae8ca1c3706bcd23c6f49ea75809ba10f96272acacd7d73,GCNYQPDQBNSQDS-YFKPBYRVSA-N,-,-,No Match,GCNYQPDQBNSQDS-YFKPBYRVSA-N,-,-,No Match,GCNYQPDQBNSQDS-UHFFFAOYSA-N,-,-,No Match
aminont14ipq.lib_NLEU_sybyl.mol2,NLEU,e7fd1e85c942385c5a164a37b0d2babcd311623ea6e718b32ab2ca6dc9212ebe,PNLOVMFGPRECRH-LURJTMIESA-O,-,-,No Match,PNLOVMFGPRECRH-LURJTMIESA-O,-,-,No Match,PNLOVMFGPRECRH-UHFFFAOYSA-O,-,-,No Match
all_amino94ildn.lib_TRP_sybyl.mol2,TRP,09de6b95f30525e70dcdde0af41743b045a439fdc1bb08aed4908756e98fa469,CMTLNJSUGJFNSU-VIFPVBQESA-N,57449606,-,Compound_57449606,CMTLNJSUGJFNSU-VIFPVBQESA-N,57449606,-,Compound_57449606,CMTLNJSUGJFNSU-UHFFFAOYSA-N,57450968,-,Compound_57450968
aminoct19ipq_0.9_vac.lib_CCYM_sybyl.mol2,CCYM,a36b4a1c34c135dc8b54e9132b27c797d5a7d6564992f6d4ec9435581941b8d0,OZFCSRUCKWAGON-REOHCLBHSA-N,-,-,No Match,OZFCSRUCKWAGON-REOHCLBHSA-N,-,-,No Match,OZFCSRUCKWAGON-UHFFFAOYSA-N,-,-,No Match
all_aminoAM1.lib_ASH_sybyl.mol2,ASH,0900181ffe5eb5c8cb74266c56d8d693d373608d47d1d4471942628be1e95161,PFXCUGSWTBOYPY-VKHMYHEASA-N,-,-,No Match,PFXCUGSWTBOYPY-VKHMYHEASA-N,-,-,No Match,PFXCUGSWTBOYPY-UHFFFAOYSA-N,-,-,No Match
amberdyes.lib_C1C_sybyl.mol2,C1C,b16dd87a7215767254a0a04e153f2ded503ffe4337f6924a3f470d7d6c167d37,VKXJHMCPFCVISG-DTWKUNHWSA-N,-,-,No Match,VKXJHMCPFCVISG-DTWKUNHWSA-N,-,-,No Match,VKXJHMCPFCVISG-UHFFFAOYSA-N,-,-,No Match
all_prot_nucleic10.lib_A5P_sybyl.mol2,A5P,9b9d9288d7ab3d7f97669250d2c3ebf5360c5d84de7076a8ce9e1c627c51f4d1,CQHMXAPYKFUUCB-KQYNXXCUSA-N,-,-,No Match,CQHMXAPYKFUUCB-KQYNXXCUSA-N,-,-,No Match,CQHMXAPYKFUUCB-KQYNXXCUSA-N,-,-,No Match
aminoct15ipq_10.0.lib_CGLY_sybyl.mol2,CGLY,c2ce4f912d2a07105e307d158ecafbad94001252e45c732bc9ae1130d5ccdd2c,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match
aminoct19ipq_0.9.lib_CGLU_sybyl.mol2,CGLU,16878df7814def386e59eebe8eb2b5dafef38616c864bb46835e9b0110c00661,GWWFREJPNVDNEX-VKHMYHEASA-N,-,-,No Match,GWWFREJPNVDNEX-VKHMYHEASA-N,-,-,No Match,GWWFREJPNVDNEX-UHFFFAOYSA-N,-,-,No Match
aminoct19ipq_0.9.lib_CGLY_sybyl.mol2,CGLY,c2ce4f912d2a07105e307d158ecafbad94001252e45c732bc9ae1130d5ccdd2c,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match,YOTAPXJPPFURLT-UHFFFAOYSA-N,-,-,No Match
amino19.lib_THR_sybyl.mol2,THR,d4c1a5ec2a6af8a57791c109776cde10d2dedcc93d169263a60f492f0e954638,MTCLYPUKZZBZPY-QWWZWVQMSA-N,57452850,-,Compound_57452850,MTCLYPUKZZBZPY-QWWZWVQMSA-N,57452850,-,Compound_57452850,MTCLYPUKZZBZPY-UHFFFAOYSA-N,76540604,-,Compound_76540604
aminont19ipq_0.9_pol.lib_NCYX_sybyl.mol2,NCYX,ce8fdab4f52bd3e4ff00fe04edb3f73ae14fa4a18bcfac53325c41c0fe0111f8,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-UHFFFAOYSA-O,-,-,No Match
all_amino03.lib_LYN_sybyl.mol2,LYN,d7ae9e19b23b799010cfc2be286c926942392faf1082fc49393a9dd2c2c958bd,IGCUKXMNGUIUAZ-LURJTMIESA-N,57452071,-,Compound_57452071,IGCUKXMNGUIUAZ-LURJTMIESA-N,57452071,-,Compound_57452071,IGCUKXMNGUIUAZ-UHFFFAOYSA-N,57449184,-,Compound_57449184
all_amino94ildn.lib_ASP_sybyl.mol2,ASP,44114581945be53c261b0e6dfd0ec2a758fa570a409b5b7a7053c159843e9690,NMWYRIQFXAFVJK-VKHMYHEASA-N,-,-,No Match,NMWYRIQFXAFVJK-VKHMYHEASA-N,-,-,No Match,NMWYRIQFXAFVJK-UHFFFAOYSA-N,-,-,No Match
uni_aminont03.lib_NARG_sybyl.mol2,NARG,fb8ee6393d64e10148e06aaf4efb3ac99c7420dde9b8e3661df068df6f0f2c19,SHOGPZLVIFZPQN-YFKPBYRVSA-O,-,-,No Match,SHOGPZLVIFZPQN-YFKPBYRVSA-O,-,-,No Match,SHOGPZLVIFZPQN-UHFFFAOYSA-O,-,-,No Match
nab.lib_U5_sybyl.mol2,U5,d6f6e4ef4bfc27d478d65025fe3125e4fef2acf85e91bca3f662e5410a4d21a8,UZGCTTNJWUJBRT-XVFCMESISA-N,-,-,No Match,UZGCTTNJWUJBRT-XVFCMESISA-N,-,-,No Match,UZGCTTNJWUJBRT-UHFFFAOYSA-N,-,-,No Match
aminont15ipq_10.0.lib_NVAL_sybyl.mol2,NVAL,785e7e41aacb98eb99d7c034bbe9f8a4166d656b259728d3b9a519d336059f08,AZMKLWDRMGVETL-RXMQYKEDSA-O,-,-,No Match,AZMKLWDRMGVETL-RXMQYKEDSA-O,-,-,No Match,AZMKLWDRMGVETL-UHFFFAOYSA-O,-,-,No Match
aminoct19ipq_0.9_pol.lib_NHE_sybyl.mol2,NHE,bed6e39abe1fa633520352aa25a178712639dcf1dab30575e338955e711ebaae,MDFFNEOEWAXZRQ-UHFFFAOYSA-N,123329,CHEBI:29318,Amino radical,MDFFNEOEWAXZRQ-UHFFFAOYSA-N,123329,CHEBI:29318,Amino radical,MDFFNEOEWAXZRQ-UHFFFAOYSA-N,123329,CHEBI:29318,Amino radical
nucleic10.lib_DG_sybyl.mol2,DG,78bd48e2ff935823b03906aa501cbab7e3c47b9666bf77d2945254c3cc4df847,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-UHFFFAOYSA-N,-,-,No Match
parmBSC1.lib_DAN_sybyl.mol2,DAN,76b623182268ca7a21ea39a7655e8b3599c44f68495aaf7149f3fc88108bbdd7,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,13730,CHEBI:17256,2'-deoxyadenosine,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,13730,CHEBI:17256,2'-deoxyadenosine,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,636,-,RefChem:1072483
ff15ipq-m.lib_B3K_sybyl.mol2,B3K,061993b58572260586c96000d99b16d7c34b06f202ed91edb0c09be3d7267ec3,MPYKNAMUXAWPRQ-ZETCQYMHSA-O,-,-,No Match,MPYKNAMUXAWPRQ-ZETCQYMHSA-O,-,-,No Match,MPYKNAMUXAWPRQ-UHFFFAOYSA-O,-,-,No Match
all_aminoct03.lib_CGLN_sybyl.mol2,CGLN,82b00e1e390ee665217c51bd76111f0f81afbc5f4e970dbc2bf4e6d9025472c9,XWGAGYWKGXVEGJ-VKHMYHEASA-N,-,-,No Match,XWGAGYWKGXVEGJ-VKHMYHEASA-N,-,-,No Match,XWGAGYWKGXVEGJ-UHFFFAOYSA-N,-,-,No Match
terminalphos.LJbb-RNA.lib_GMP_sybyl.mol2,GMP,cc1b1607d7343530d348d7a5093d6d37e85bb09a391696eea6e0b87b349b07e7,KCZOBVHULCHSOM-UUOKFMHZSA-N,-,-,No Match,KCZOBVHULCHSOM-UUOKFMHZSA-N,-,-,No Match,KCZOBVHULCHSOM-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9_vac.lib_MET_sybyl.mol2,MET,be1477ec92f9e7c959aff2ab9cb9ac8e462aa39bb2f841e434023b27af2e892e,SHZDRIWLMOPNLU-YFKPBYRVSA-N,-,-,No Match,SHZDRIWLMOPNLU-YFKPBYRVSA-N,-,-,No Match,SHZDRIWLMOPNLU-UHFFFAOYSA-N,57449256,-,Compound_57449256
amino19.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-UHFFFAOYSA-N,-,-,No Match
all_nucleic94.lib_DG3_sybyl.mol2,DG3,00b958e2f92415064cafbf8fc0292c2481f3ea0c959c3d2c84c0e2790ba96ee1,JRTXPAFWFAUBPI-KVQBGUIXSA-N,10788849,-,"[(2R,3S,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",JRTXPAFWFAUBPI-KVQBGUIXSA-N,10788849,-,"[(2R,3S,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",JRTXPAFWFAUBPI-UHFFFAOYSA-N,92020455,-,[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium
RNA.YIL.lib_RG5_sybyl.mol2,RG5,a31110335e9dd878e1f00ee8181a70381878cf3a7a4a36f64ef6aa75a7a8b4b3,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9_pol.lib_TYR_sybyl.mol2,TYR,3a18bf3ea247fa34443df58c523cd698eef5449a756c4d814ba60956b50bdfca,KVQQWDOBJBCJAB-QMMMGPOBSA-N,-,-,No Match,KVQQWDOBJBCJAB-QMMMGPOBSA-N,-,-,No Match,KVQQWDOBJBCJAB-UHFFFAOYSA-N,57449168,-,Compound_57449168
all_prot_nucleic10.lib_U5D_sybyl.mol2,U5D,637fcfdd31ce8689d7daab38eab2baa80d9f110a0ad40bccae2da9d8a17bbe1a,UZGCTTNJWUJBRT-XVFCMESISA-N,-,-,No Match,UZGCTTNJWUJBRT-XVFCMESISA-N,-,-,No Match,UZGCTTNJWUJBRT-UHFFFAOYSA-N,-,-,No Match
all_amino94ildn.lib_ILE_sybyl.mol2,ILE,acf6702e89fde5d44219107366b56165aef856cc4b5129bc03dee3e657a22be4,RMMJKEPNVCYDDE-NTSWFWBYSA-N,57450269,-,Compound_57450269,RMMJKEPNVCYDDE-NTSWFWBYSA-N,57450269,-,Compound_57450269,RMMJKEPNVCYDDE-UHFFFAOYSA-N,57450577,-,Compound_57450577
aminoct12.lib_CASP_sybyl.mol2,CASP,a3367b6fa559bbe7a1e93b34c8d67c96e714a1b5f130684bfe9e03d5d6083064,ZIHIWHGTKNQGQP-REOHCLBHSA-N,-,-,No Match,ZIHIWHGTKNQGQP-REOHCLBHSA-N,-,-,No Match,ZIHIWHGTKNQGQP-UHFFFAOYSA-N,-,-,No Match
all_nucleic94.lib_RGN_sybyl.mol2,RGN,6ef51adfbf7d5cc24e860f87327d171dc64880702375cdf03fc8dd4b433a7fc6,NYHBQMYGNKIUIF-UUOKFMHZSA-N,6802,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",NYHBQMYGNKIUIF-UUOKFMHZSA-N,6802,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",NYHBQMYGNKIUIF-UHFFFAOYSA-N,765,-,"InChI=1/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19"
