Filename,Residue_Code,MOL2_SHA256_Hash,Raw_InChIKey,Raw_CID,Raw_ChEBI,Raw_Name,Canon_InChIKey,Canon_CID,Canon_ChEBI,Canon_Name,Flat_InChIKey,Flat_CID,Flat_ChEBI,Flat_Name
aminont19ipq_0.9.lib_NGLN_sybyl.mol2,NGLN,50714bbcf1833f0af86443229afd61cf748d801920e7dc39c9a8fc86d8008e28,ZBGCYFDJENVZMF-BYPYZUCNSA-O,-,-,No Match,ZBGCYFDJENVZMF-BYPYZUCNSA-O,-,-,No Match,ZBGCYFDJENVZMF-UHFFFAOYSA-O,-,-,No Match
RNA.lib_OHE_sybyl.mol2,OHE,34026419dc2913f127fabb1430400f5fc84c2b0e8473e3d7ba088a54978410f3,TUJKJAMUKRIRHC-UHFFFAOYSA-N,157350,CHEBI:29191,Hydroxyl radical,TUJKJAMUKRIRHC-UHFFFAOYSA-N,157350,CHEBI:29191,Hydroxyl radical,TUJKJAMUKRIRHC-UHFFFAOYSA-N,157350,CHEBI:29191,Hydroxyl radical
aminoct15ipq-vac_10.0.lib_CPRO_sybyl.mol2,CPRO,904443c6ffd71b619a031d45d2344c02adf0c3bf677457abf75282f13a611a06,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-UHFFFAOYSA-N,-,-,No Match
all_nucleic94.nmr.lib_RGN_sybyl.mol2,RGN,6ef51adfbf7d5cc24e860f87327d171dc64880702375cdf03fc8dd4b433a7fc6,NYHBQMYGNKIUIF-UUOKFMHZSA-N,6802,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",NYHBQMYGNKIUIF-UUOKFMHZSA-N,6802,-,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",NYHBQMYGNKIUIF-UHFFFAOYSA-N,765,-,"InChI=1/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19"
aminoct14ipq.lib_CASN_sybyl.mol2,CASN,e1250408fc9c8df7c129ed54aabe1c63ce5ce923f6ca83c0e5b08224c3424fd6,AGNCLEXEOGMDNY-REOHCLBHSA-N,-,-,No Match,AGNCLEXEOGMDNY-REOHCLBHSA-N,-,-,No Match,AGNCLEXEOGMDNY-UHFFFAOYSA-N,-,-,No Match
all_aminofb15.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-UHFFFAOYSA-N,-,-,No Match
amino12.lib_LYS_sybyl.mol2,LYS,57e7163979a1129a15ab2afa640aea859decd42915d76b81703634d1c0357fd6,IGCUKXMNGUIUAZ-LURJTMIESA-O,-,-,No Match,IGCUKXMNGUIUAZ-LURJTMIESA-O,-,-,No Match,IGCUKXMNGUIUAZ-UHFFFAOYSA-O,57465672,-,Compound_57465672
nab.lib_CPHE_sybyl.mol2,CPHE,eff952da2c8f6b988c9e231ac92cf93be313607d6a53df1834868e9dd8d82f26,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-QMMMGPOBSA-N,-,-,No Match,IGIAKSVYFDZQQI-UHFFFAOYSA-N,-,-,No Match
all_aminoct94ildn.lib_CILE_sybyl.mol2,CILE,64499cf7e5147c79cb909b2991140f2b683eb4efca56ddbfa1ba4ec23713b9cd,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-UHFFFAOYSA-N,-,-,No Match
all_prot_nucleic10.lib_C5E_sybyl.mol2,C5E,3c2653df69aedf0793797c1d36c6af0a216d56bc11f59198a2fb4077c016aefa,ZHGFSLKFOOKZMY-XVFCMESISA-N,-,-,No Match,ZHGFSLKFOOKZMY-XVFCMESISA-N,-,-,No Match,ZHGFSLKFOOKZMY-XVFCMESISA-N,-,-,No Match
aminoct19ipq_0.9_vac.lib_CASN_sybyl.mol2,CASN,e1250408fc9c8df7c129ed54aabe1c63ce5ce923f6ca83c0e5b08224c3424fd6,AGNCLEXEOGMDNY-REOHCLBHSA-N,-,-,No Match,AGNCLEXEOGMDNY-REOHCLBHSA-N,-,-,No Match,AGNCLEXEOGMDNY-UHFFFAOYSA-N,-,-,No Match
amino19ipq_0.9.lib_VAL_sybyl.mol2,VAL,a5cb22a6747cfb3fd03a7788d1fd652c97e68dd36b1967e70ae081e556454289,FZIJTYBEVBWHPK-RXMQYKEDSA-N,57449482,-,Compound_57449482,FZIJTYBEVBWHPK-RXMQYKEDSA-N,57449482,-,Compound_57449482,FZIJTYBEVBWHPK-UHFFFAOYSA-N,57449326,-,Compound_57449326
aminoct19ipq_0.9_pol.lib_CTHR_sybyl.mol2,CTHR,f3b0c7f013c6e81b16cf6397c253026f654d777e365591647e03a91d3652db53,DGRMXDCPJOEETI-GBXIJSLDSA-N,-,-,No Match,DGRMXDCPJOEETI-GBXIJSLDSA-N,-,-,No Match,DGRMXDCPJOEETI-UHFFFAOYSA-N,-,-,No Match
aminont15ipq-vac_10.0.lib_NILE_sybyl.mol2,NILE,a95426f8784ac882c0bff6064c392b4f76c6c422a68924e8cff10105638f153a,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-UHFFFAOYSA-O,-,-,No Match
all_nucleic94.nmr.lib_RC3_sybyl.mol2,RC3,098c9305fadbd4df0ddbf45ee20f7dd7dcaa3561b9b683777f40916d2964e8fc,MQPGMEAABWPBIZ-XVFCMESISA-N,92021581,-,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",MQPGMEAABWPBIZ-XVFCMESISA-N,92021581,-,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",MQPGMEAABWPBIZ-UHFFFAOYSA-N,148388749,-,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
all_prot_nucleic10.lib_D5T_sybyl.mol2,D5T,f43858bfa98d82f9d373e4c7561c7eb910901524af164ce6ab805af17bc99b5f,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-UHFFFAOYSA-N,-,-,No Match
aminoct15ipq_10.0.lib_CHID_sybyl.mol2,CHID,059ed679a249fcced34c852e93289e5a2842fd062630f89c35a9f9f2ee50be44,DLSSAWVFOWPTSG-YFKPBYRVSA-N,-,-,No Match,DLSSAWVFOWPTSG-YFKPBYRVSA-N,-,-,No Match,DLSSAWVFOWPTSG-UHFFFAOYSA-N,-,-,No Match
all_prot_nucleic10.lib_A3E_sybyl.mol2,A3E,0938e8c0c191c8984a5ef61caa61446468b148325619199fc5de981164d0990d,VLAKPLMOLBHFBH-KQYNXXCUSA-N,-,-,No Match,VLAKPLMOLBHFBH-KQYNXXCUSA-N,-,-,No Match,VLAKPLMOLBHFBH-KQYNXXCUSA-N,-,-,No Match
aminoct15ipq_10.0.lib_CLEU_sybyl.mol2,CLEU,87bf01373710f53107a8157acb96aed328d359d9a51c171b75cd88fdd2e7ab14,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-UHFFFAOYSA-N,-,-,No Match
ff15ipq-m.lib_B3S_sybyl.mol2,B3S,f1c5ff847e3a80fceb265d594fb3c82cc9acbef50aaa657ceb016908e880fc44,UZNVZLBABZDLEO-SCSAIBSYSA-N,-,-,No Match,UZNVZLBABZDLEO-SCSAIBSYSA-N,-,-,No Match,UZNVZLBABZDLEO-UHFFFAOYSA-N,-,-,No Match
uni_amino03.lib_GLN_sybyl.mol2,GLN,f9776986e9eb0f5c9946569dac458a9b833a5bd2b36b44a238c1fbbd4ed1fa72,LPMYLKXRGAFQEK-BYPYZUCNSA-N,-,-,No Match,LPMYLKXRGAFQEK-BYPYZUCNSA-N,-,-,No Match,LPMYLKXRGAFQEK-UHFFFAOYSA-N,-,-,No Match
all_aminontfb15.lib_NPHE_sybyl.mol2,NPHE,81adce681b1b8839ff19d7a4f62bd1d8ae3f24544e0971b3adf906b37a892d78,FFARZAGFXDPBPQ-VIFPVBQESA-O,-,-,No Match,FFARZAGFXDPBPQ-VIFPVBQESA-O,-,-,No Match,FFARZAGFXDPBPQ-UHFFFAOYSA-O,-,-,No Match
aminont15ipq_10.0.lib_NCYM_sybyl.mol2,NCYM,b314924963e95fbfa090bda03861878bbb3d8179d424c8c90f3f29733d74e1ef,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-UHFFFAOYSA-O,-,-,No Match
aminoct19ipq_0.9.lib_CPRO_sybyl.mol2,CPRO,904443c6ffd71b619a031d45d2344c02adf0c3bf677457abf75282f13a611a06,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-UHFFFAOYSA-N,-,-,No Match
DNA_CI.lib_DA5_sybyl.mol2,DA5,daf8a89fe1ca2826b68c1c6e913f49b85b58562e6a148d3acf23a0b907b5fac6,PXIYTYNDFZFFMG-RRKCRQDMSA-N,-,-,No Match,PXIYTYNDFZFFMG-RRKCRQDMSA-N,-,-,No Match,PXIYTYNDFZFFMG-UHFFFAOYSA-N,-,-,No Match
all_modrna08.lib_CMU_sybyl.mol2,CMU,d64f2a3b6d26eeb95720bef3d985d47078d0d9f8c279abe6a2fbd66b29cf3a32,BGYFGTMTAZTCCB-VRRGKTLJSA-N,-,-,No Match,BGYFGTMTAZTCCB-VRRGKTLJSA-N,-,-,No Match,BGYFGTMTAZTCCB-UHFFFAOYSA-N,-,-,No Match
all_modrna08.lib_6MA_sybyl.mol2,6MA,6b02b3de7e6e9a5641fd8ea0bb2f33c3eee2839f77abdb411a8bef2323bfea9f,QISLMJDYRGFRFQ-IOSLPCCCSA-N,-,-,No Match,QISLMJDYRGFRFQ-IOSLPCCCSA-N,-,-,No Match,QISLMJDYRGFRFQ-UHFFFAOYSA-N,-,-,No Match
amino12.redq.lib_GLH_sybyl.mol2,GLH,bd07c63400b2727251e74eb3f4ae1b9707245c5baa90a4a148fe04aacb148134,GGGQXJILLODUHV-BYPYZUCNSA-N,-,-,No Match,GGGQXJILLODUHV-BYPYZUCNSA-N,-,-,No Match,GGGQXJILLODUHV-UHFFFAOYSA-N,-,-,No Match
aminoct12.lib_CCYS_sybyl.mol2,CCYS,190388cc7984671d924f40ec79a17631d997221e0ed2f246128889043520e0b6,RCVIDUJQSWTKQK-REOHCLBHSA-N,-,-,No Match,RCVIDUJQSWTKQK-REOHCLBHSA-N,-,-,No Match,RCVIDUJQSWTKQK-UHFFFAOYSA-N,-,-,No Match
aminont15ipq-vac_10.0.lib_NPHE_sybyl.mol2,NPHE,81adce681b1b8839ff19d7a4f62bd1d8ae3f24544e0971b3adf906b37a892d78,FFARZAGFXDPBPQ-VIFPVBQESA-O,-,-,No Match,FFARZAGFXDPBPQ-VIFPVBQESA-O,-,-,No Match,FFARZAGFXDPBPQ-UHFFFAOYSA-O,-,-,No Match
aminoct15ipq_10.0.lib_CILE_sybyl.mol2,CILE,64499cf7e5147c79cb909b2991140f2b683eb4efca56ddbfa1ba4ec23713b9cd,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-UHFFFAOYSA-N,-,-,No Match
aminont15ipq-vac_10.0.lib_NASH_sybyl.mol2,NASH,a6796faa98ee8f7494d19f95a062c8880302441bd6be81fb8f4dbc26deb9ae50,OOBAIJUTEHASRY-VKHMYHEASA-O,-,-,No Match,OOBAIJUTEHASRY-VKHMYHEASA-O,-,-,No Match,OOBAIJUTEHASRY-UHFFFAOYSA-O,-,-,No Match
ff15ipq-m.lib_AIB_sybyl.mol2,AIB,06df3f1a945974c48218dbf492a6750f8037b03e5a044e77473eab4d5302cf50,HHUKDEDIFOZBJT-UHFFFAOYSA-N,-,-,No Match,HHUKDEDIFOZBJT-UHFFFAOYSA-N,-,-,No Match,HHUKDEDIFOZBJT-UHFFFAOYSA-N,-,-,No Match
aminont14ipq.lib_NTHR_sybyl.mol2,NTHR,7bc2c8189361010efc2f077ee7cdcbf6ab2507524e5ce98b32af6e7f01a75edb,LBNOHMKSMASMIG-QWWZWVQMSA-O,-,-,No Match,LBNOHMKSMASMIG-QWWZWVQMSA-O,-,-,No Match,LBNOHMKSMASMIG-UHFFFAOYSA-O,-,-,No Match
amino15ipq_10.0.lib_VAL_sybyl.mol2,VAL,a5cb22a6747cfb3fd03a7788d1fd652c97e68dd36b1967e70ae081e556454289,FZIJTYBEVBWHPK-RXMQYKEDSA-N,57449482,-,Compound_57449482,FZIJTYBEVBWHPK-RXMQYKEDSA-N,57449482,-,Compound_57449482,FZIJTYBEVBWHPK-UHFFFAOYSA-N,57449326,-,Compound_57449326
all_modrna08.lib_WYG_sybyl.mol2,WYG,61c8c772077c6bcf494bbcaacb9ca7d21ba6d403f31dcd0d318a80b8ca323413,OENQAHRDKYGMBS-QYVSTXNMSA-N,-,-,No Match,OENQAHRDKYGMBS-QYVSTXNMSA-N,-,-,No Match,OENQAHRDKYGMBS-UHFFFAOYSA-N,-,-,No Match
amino10.lib_TRP_sybyl.mol2,TRP,09de6b95f30525e70dcdde0af41743b045a439fdc1bb08aed4908756e98fa469,CMTLNJSUGJFNSU-VIFPVBQESA-N,57449606,-,Compound_57449606,CMTLNJSUGJFNSU-VIFPVBQESA-N,57449606,-,Compound_57449606,CMTLNJSUGJFNSU-UHFFFAOYSA-N,57450968,-,Compound_57450968
all_aminoct03.lib_CPRO_sybyl.mol2,CPRO,904443c6ffd71b619a031d45d2344c02adf0c3bf677457abf75282f13a611a06,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-BYPYZUCNSA-N,-,-,No Match,ABAGUIKZKTYGLJ-UHFFFAOYSA-N,-,-,No Match
nucleic12.lib_G5_sybyl.mol2,G5,383c2c564da292a4f4ab00dbcd2ee1bf484c1cbd4b5c8fc1556c5967c131f15d,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UHFFFAOYSA-N,-,-,No Match
amino12.lib_GLY_sybyl.mol2,GLY,21a7fd80ae81ace3cdb7885117c8f0ca11047d3a77abc3f3c2be3707820794aa,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide
uni_aminoct03.lib_CMET_sybyl.mol2,CMET,a3ced3d09925bec30ca36df65106868f719ae163bee40f39477e18766f97c20a,YAFJZDTUVOTTHL-BYPYZUCNSA-N,-,-,No Match,YAFJZDTUVOTTHL-BYPYZUCNSA-N,-,-,No Match,YAFJZDTUVOTTHL-UHFFFAOYSA-N,-,-,No Match
solvents.lib_SPCFWBOX_sybyl.mol2,SPCFWBOX,efb844ecd775fed607a2a2b007e7a9d8a3bd59cc89f4394b7ac8ec7bf98492f1,MMRYTTALAKZILC-UHFFFAOYSA-N,-,-,No Match,MMRYTTALAKZILC-UHFFFAOYSA-N,-,-,No Match,MMRYTTALAKZILC-UHFFFAOYSA-N,-,-,No Match
all_modrna08.lib_MRC_sybyl.mol2,MRC,52b88b7c561ef09fb4347e1837351b2b846466ee85dfc52decaae9312787a756,KPUOBAYQAZTKRZ-ZOQUXTDFSA-N,-,-,No Match,KPUOBAYQAZTKRZ-ZOQUXTDFSA-N,-,-,No Match,KPUOBAYQAZTKRZ-UHFFFAOYSA-N,-,-,No Match
nab.lib_A3_sybyl.mol2,A3,160f2699f27b2d1dd51eff0e9264bdcecc8cc0f756be14c0f5f1aae84e66c40f,AYZUADSYFISDAU-KQYNXXCUSA-N,16131893,-,Compound_16131893,AYZUADSYFISDAU-KQYNXXCUSA-N,16131893,-,Compound_16131893,AYZUADSYFISDAU-UHFFFAOYSA-N,148928453,-,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
lipid21.lib_PA_sybyl.mol2,PA,01f56ecc1b8fab275a1eecc0a5118e4018bd2175fd617a5e96ca8a1e0977b58e,OIEPYXIUNUGWFH-UHFFFAOYSA-N,57417390,-,Compound_57417390,OIEPYXIUNUGWFH-UHFFFAOYSA-N,57417390,-,Compound_57417390,OIEPYXIUNUGWFH-UHFFFAOYSA-N,57417390,-,Compound_57417390
aminont10.lib_NTHR_sybyl.mol2,NTHR,7bc2c8189361010efc2f077ee7cdcbf6ab2507524e5ce98b32af6e7f01a75edb,LBNOHMKSMASMIG-QWWZWVQMSA-O,-,-,No Match,LBNOHMKSMASMIG-QWWZWVQMSA-O,-,-,No Match,LBNOHMKSMASMIG-UHFFFAOYSA-O,-,-,No Match
all_modrna08.lib_M2A_sybyl.mol2,M2A,13a5b917829de8a4b7a37e033387a7973f57e745474d06b61056b39f7cbd46b3,WMABLKGEQJQCRO-WOUKDFQISA-N,-,-,No Match,WMABLKGEQJQCRO-WOUKDFQISA-N,-,-,No Match,WMABLKGEQJQCRO-WOUKDFQISA-N,-,-,No Match
all_modrna08.lib_MFC_sybyl.mol2,MFC,7d88f18a60fcb4548ec3fe113a538e9b04ca9e1527efb7d2c2a309b20a878850,LGAYWEZNWJNDTK-FDDDBJFASA-N,-,-,No Match,LGAYWEZNWJNDTK-FDDDBJFASA-N,-,-,No Match,LGAYWEZNWJNDTK-UHFFFAOYSA-N,-,-,No Match
RNA.YIL.lib_RU_sybyl.mol2,RU,e81e514b195f4752fc53584e70625b6abf15b922e35710d4f5cf616b9b53bdb0,IVZHKBIUJPBMAX-XVFCMESISA-N,-,-,No Match,IVZHKBIUJPBMAX-XVFCMESISA-N,-,-,No Match,IVZHKBIUJPBMAX-UHFFFAOYSA-N,-,-,No Match
aminont10.lib_NTYR_sybyl.mol2,NTYR,413b48b013145740a43b8949fe8e97bcbfc6372f72dc88cd2e0d8cd0f360fb51,CEANQMKYBOKBNO-QMMMGPOBSA-O,-,-,No Match,CEANQMKYBOKBNO-QMMMGPOBSA-O,-,-,No Match,CEANQMKYBOKBNO-UHFFFAOYSA-O,-,-,No Match
aminoct19ipq_0.9.lib_CARG_sybyl.mol2,CARG,763c33004403789e8af13357ead8dd7c6a96d815ad095da020019d007b74d66f,JMTZUZOQWSNUKM-BYPYZUCNSA-N,-,-,No Match,JMTZUZOQWSNUKM-BYPYZUCNSA-N,-,-,No Match,JMTZUZOQWSNUKM-UHFFFAOYSA-N,-,-,No Match
all_aminoct94.lib_CMET_sybyl.mol2,CMET,0293a9abdc8b34808ddbb0b8de3183c554d4991347c9c4b7e00b38553aadd1c9,ITNLMVLBOACFLC-BYPYZUCNSA-N,-,-,No Match,ITNLMVLBOACFLC-BYPYZUCNSA-N,-,-,No Match,ITNLMVLBOACFLC-UHFFFAOYSA-N,-,-,No Match
all_amino94.lib_LEU_sybyl.mol2,LEU,d4d1e71938f098ba3f66ff7f05b6fa563e1e5969f904432ab13a327d6f3a9c3c,PZNATYVCCWVMHI-LURJTMIESA-N,57453113,-,Compound_57453113,PZNATYVCCWVMHI-LURJTMIESA-N,57453113,-,Compound_57453113,PZNATYVCCWVMHI-UHFFFAOYSA-N,57449159,-,Compound_57449159
all_nucleic94.nmr.lib_RG5_sybyl.mol2,RG5,a31110335e9dd878e1f00ee8181a70381878cf3a7a4a36f64ef6aa75a7a8b4b3,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UUOKFMHZSA-N,-,-,No Match,BAFKQQFEORMONX-UHFFFAOYSA-N,-,-,No Match
nucleic12.ROC-RNA.lib_DG_sybyl.mol2,DG,78bd48e2ff935823b03906aa501cbab7e3c47b9666bf77d2945254c3cc4df847,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-KVQBGUIXSA-N,-,-,No Match,JEGJBYHACSFFQK-UHFFFAOYSA-N,-,-,No Match
aminont19ipq_0.9_pol.lib_NILE_sybyl.mol2,NILE,a95426f8784ac882c0bff6064c392b4f76c6c422a68924e8cff10105638f153a,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-NTSWFWBYSA-O,-,-,No Match,OPNBLVIHGHEVRZ-UHFFFAOYSA-O,-,-,No Match
all_aminoct03.lib_NME_sybyl.mol2,NME,1c5490cb17ab140ca5ca03facdf5595e21c0b592d7344846ad5aafbbbe71523e,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical,YKPQUSLRUFLVDA-UHFFFAOYSA-N,142687,-,Methyl amino radical
nab.lib_DT5_sybyl.mol2,DT5,d93734512047625c6f87aeab924d65541ab924303b673674a8747cc70bd7132c,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-XLPZGREQSA-N,-,-,No Match,ZZPRHQUXZAUQIZ-UHFFFAOYSA-N,-,-,No Match
aminoct19ipq_0.9_vac.lib_CLEU_sybyl.mol2,CLEU,87bf01373710f53107a8157acb96aed328d359d9a51c171b75cd88fdd2e7ab14,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-YFKPBYRVSA-N,-,-,No Match,GJCMFLAOKMOSAT-UHFFFAOYSA-N,-,-,No Match
nab.lib_NARG_sybyl.mol2,NARG,d6ec2185d568e3f38e12864ec0cbd8c3ed3e5fd696e747b1734359b84daac856,HOPWFVRBZWIFMK-YFKPBYRVSA-O,-,-,No Match,HOPWFVRBZWIFMK-YFKPBYRVSA-O,-,-,No Match,HOPWFVRBZWIFMK-UHFFFAOYSA-O,-,-,No Match
amino15ipq-vac_10.0.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-GSVOUGTGSA-N,-,-,No Match,BVRYYBGNMILFQZ-UHFFFAOYSA-N,-,-,No Match
all_aminoctfb15.lib_CILE_sybyl.mol2,CILE,64499cf7e5147c79cb909b2991140f2b683eb4efca56ddbfa1ba4ec23713b9cd,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-WHFBIAKZSA-N,-,-,No Match,VMBQXLKGFJOFKK-UHFFFAOYSA-N,-,-,No Match
aminont12.lib_NCYX_sybyl.mol2,NCYX,ce8fdab4f52bd3e4ff00fe04edb3f73ae14fa4a18bcfac53325c41c0fe0111f8,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-GSVOUGTGSA-O,-,-,No Match,FNVSKOYNRWVPKU-UHFFFAOYSA-O,-,-,No Match
all_aminoPM3.lib_GLY_sybyl.mol2,GLY,21a7fd80ae81ace3cdb7885117c8f0ca11047d3a77abc3f3c2be3707820794aa,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide,SXXPPKXQWLKDIE-UHFFFAOYSA-N,12452101,-,2-oxoethylazanide
amberdyes.lib_T49_sybyl.mol2,T49,c1c589bca3473c8f047300c7ccb8b837735ea75d66bad214d8604a36b908daee,FIFCNUROODCCKX-UHFFFAOYSA-N,-,-,No Match,FIFCNUROODCCKX-UHFFFAOYSA-N,-,-,No Match,FIFCNUROODCCKX-UHFFFAOYSA-N,-,-,No Match
aminoct19ipq_0.9_vac.lib_CMET_sybyl.mol2,CMET,0293a9abdc8b34808ddbb0b8de3183c554d4991347c9c4b7e00b38553aadd1c9,ITNLMVLBOACFLC-BYPYZUCNSA-N,-,-,No Match,ITNLMVLBOACFLC-BYPYZUCNSA-N,-,-,No Match,ITNLMVLBOACFLC-UHFFFAOYSA-N,-,-,No Match
all_aminont94.lib_NGLU_sybyl.mol2,NGLU,1ec2c3ded4a1ce7d6f1d953f155bd481d81ba77496e685b8bab6d9e42d74a969,BZFZDCJNXZMQQU-BYPYZUCNSA-O,-,-,No Match,BZFZDCJNXZMQQU-BYPYZUCNSA-O,-,-,No Match,BZFZDCJNXZMQQU-UHFFFAOYSA-O,-,-,No Match
RNA.lib_A3_sybyl.mol2,A3,160f2699f27b2d1dd51eff0e9264bdcecc8cc0f756be14c0f5f1aae84e66c40f,AYZUADSYFISDAU-KQYNXXCUSA-N,16131893,-,Compound_16131893,AYZUADSYFISDAU-KQYNXXCUSA-N,16131893,-,Compound_16131893,AYZUADSYFISDAU-UHFFFAOYSA-N,148928453,-,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium"
nab.lib_NASN_sybyl.mol2,NASN,4f38309d27ab180e842d0e50a0f9acdb4c6d71b50baf934b4d73e625efdf950b,VWRJRJWXZDYDCA-VKHMYHEASA-O,-,-,No Match,VWRJRJWXZDYDCA-VKHMYHEASA-O,-,-,No Match,VWRJRJWXZDYDCA-UHFFFAOYSA-O,-,-,No Match
amberdyes.lib_T61_sybyl.mol2,T61,f0b0a3440713123680767177cf722b22e7a53f3d461dda20505f85cca941356e,WLCKFXDWLOIWCY-UHFFFAOYSA-N,-,-,No Match,WLCKFXDWLOIWCY-UHFFFAOYSA-N,-,-,No Match,WLCKFXDWLOIWCY-UHFFFAOYSA-N,-,-,No Match
aminoct19ipq_0.9.lib_CGLH_sybyl.mol2,CGLH,bad216dbbed8dfd83d06e599e5ee5ac1405bdb9109c7352626eebd08a1074744,IKCWVUGPCQFTQJ-VKHMYHEASA-N,-,-,No Match,IKCWVUGPCQFTQJ-VKHMYHEASA-N,-,-,No Match,IKCWVUGPCQFTQJ-UHFFFAOYSA-N,-,-,No Match
residues.RNA.parmCHI_YIL.bsc.lib_G_sybyl.mol2,G,09dbe0020742b2a68e57848d9260d2b13b6616865ad27fb73ff4cfada759c3b5,MDRKHSVMWONFGK-UUOKFMHZSA-N,-,-,No Match,MDRKHSVMWONFGK-UUOKFMHZSA-N,-,-,No Match,MDRKHSVMWONFGK-UHFFFAOYSA-N,-,-,No Match
all_aminontfb15.lib_NLYS_sybyl.mol2,NLYS,fdabd7a19a37811e107338229bce509999010e902c9e18beb75739995563af98,HDLSPUNNECQBLB-LURJTMIESA-P,-,-,No Match,HDLSPUNNECQBLB-LURJTMIESA-P,-,-,No Match,HDLSPUNNECQBLB-UHFFFAOYSA-P,-,-,No Match
